"id","dim1","dim2","rating","gender","age","edu"
632,32.18386804,43.45269814,76,"Female","25 to 34 years","4 year college"
633,18.67357704,36.98682321,50,"Male","25 to 34 years","4 year college"
634,27.07380904,33.93391752,25," "," "," "
635,26.21215317,45.04844726,70,"Female","35 to 44 years","4 year college"
636,19.11426507,30.33049069,60,"Male","25 to 34 years","4 year college"
637,32.01689283,43.55566151,70,"Male","18 to 24 years","Some college"
638,16.57954992,37.315999,55,"Female","45 to 54 years","4 year college"
639,30.59859549,34.1627439,45,"Female","35 to 44 years","Masters degree"
640,22.34847985,45.53787993,75,"Male","25 to 34 years","High school"
641,23.54519142,30.87511016,40,"Male","25 to 34 years","4 year college"
642,29.59948357,43.97556881,60,"Female","25 to 34 years","Masters degree"
643,17.71521659,37.90913932,44,"Female","45 to 54 years","4 year college"
644,32.97495703,34.38320824,53,"Female","25 to 34 years","2 year college"
645,18.51987434,45.87735676,84,"Female","25 to 34 years","4 year college"
646,28.04876133,31.33066409,94,"Male","35 to 44 years","Doctoral"
647,25.8390683,43.50094829,27,"Male","18 to 24 years","Some college"
648,20.71666744,37.98143922,66,"Male","18 to 24 years","4 year college"
649,32.25778165,34.3428268,49,"Male","25 to 34 years","High school"
650,16.9854335,46.00509518,61,"Male","25 to 34 years","4 year college"
651,32.28102669,30.40647866,95,"Female","45 to 54 years","Doctoral"
652,21.55638358,43.24701493,1,"Male","18 to 24 years","Some college"
653,25.36647874,37.8108351,5,"Female","18 to 24 years","High school"
654,29.31262352,33.93097424,70,"Female","35 to 44 years","2 year college"
655,18.54391051,45.74499085,50,"Female","25 to 34 years","4 year college"
656,33.37766688,30.55494538,8,"Male","25 to 34 years","4 year college"
657,18.3588916,43.23970218,60,"Male","45 to 54 years","High school"
658,29.85910988,37.92099824,80,"Female","45 to 54 years","Some college"
659,24.94868647,33.80992109,30,"Male","25 to 34 years","Some college"
660,21.69124495,45.91577428,56,"Female","18 to 24 years","Some college"
661,31.63169892,30.71540732,50,"Female","25 to 34 years","2 year college"
662,17.44270698,43.14789425,40,"Female","35 to 44 years","4 year college"
663,32.29902057,38.42627351,77,"Female","45 to 54 years","2 year college"
664,20.08287929,34.06709943,45,"Male","18 to 24 years","Some college"
665,26.08077039,46.18832078,79,"Male","35 to 44 years","4 year college"
666,27.93600872,30.57074905,100,"Male","25 to 34 years","High school"
667,18.87537537,42.99568598,50,"Female","25 to 34 years","4 year college"
668,32.92027384,38.14626139,60,"Male","35 to 44 years","Some college"
669,17.7941533,33.69740086,90,"Male","35 to 44 years","Some college"
670,30.66285188,45.96737237,52,"Female","35 to 44 years","High school"
671,23.99091474,30.95732365,50,"Male","25 to 34 years","4 year college"
672,23.34616829,43.23701751,84,"Male","25 to 34 years","4 year college"
673,31.47998307,38.62421353,50,"Female","35 to 44 years","4 year college"
674,18.50186266,34.42723535,78,"Female","45 to 54 years","Masters degree"
675,33.49666061,46.80737555,55,"Female","55 to 64 years","4 year college"
676,19.46554503,31.08206441,10,"Male","35 to 44 years","Masters degree"
677,27.28247032,42.83479447,50,"Male","25 to 34 years","4 year college"
678,27.15619015,38.76139819,25,"Female","35 to 44 years","Some college"
679,19.99138441,33.69217455,12,"Female","35 to 44 years","2 year college"
680,32.95639668,46.24974269,81,"Female","45 to 54 years","2 year college"
681,17.80577263,31.42578988,35,"Male","35 to 44 years","4 year college"
682,31.77629556,43.40516487,65,"Male","35 to 44 years","High school"
683,22.85794779,39.26924695,44,"Female","18 to 24 years","2 year college"
684,23.89864181,34.20245853,62,"Male","25 to 34 years","Some college"
685,30.05727431,46.89879605,62,"Male","25 to 34 years","Some college"
686,18.10646959,31.67759371,85,"Female","Age 65 or older","Some college"
687,32.74257859,43.15158663,4,"Male","45 to 54 years","4 year college"
688,18.70828931,38.97303719,50,"Female","25 to 34 years","Some college"
689,28.51413238,33.43713397,50,"Female","45 to 54 years","4 year college"
690,25.82748552,46.26883837,87,"Female","25 to 34 years","4 year college"
691,20.70697136,31.09210768,44,"Male","25 to 34 years","Some college"
692,32.74023816,42.3716437,66,"Female","25 to 34 years","Some college"
693,17.97476422,39.34495098,29,"Female","35 to 44 years","Some college"
694,32.75762435,33.57790215,31,"Male","18 to 24 years","High school"
695,21.64994954,46.87584874,59,"Male","25 to 34 years","Masters degree"
696,25.42684007,31.71730843,42,"Male","45 to 54 years","Less than high school"
697,29.48267554,43.22223336,58,"Female","18 to 24 years","Some college"
698,18.63268453,39.80979582,60,"Female","25 to 34 years","4 year college"
699,33.4984935,33.8131469,1,"Female","35 to 44 years","Masters degree"
700,18.4259101,47.05600919,34,"Male","35 to 44 years","Some college"
701,29.50178045,32.06319049,60,"Male","45 to 54 years","Doctoral"
702,25.69904929,42.78381202,67,"Female","35 to 44 years","Masters degree"
703,22.49919179,40.06112729,21,"Male","25 to 34 years","Some college"
704,32.52642002,33.83648534,81,"Male","35 to 44 years","Some college"
705,17.9935553,46.92370287,21,"Female","45 to 54 years","Some college"
706,33.71656392,31.564757,68,"Female","18 to 24 years","Some college"
707,21.26848376,43.10326868,66,"Male","25 to 34 years","High school"
708,27.31125822,40.05091639,13,"Male","25 to 34 years","Some college"
709,29.18025453,33.59994955,80,"Male","55 to 64 years","4 year college"
710,19.72073201,47.0927307,70,"Male","25 to 34 years","Some college"
711,33.81299089,32.01311073,33,"Male","18 to 24 years","Some college"
712,18.67313927,42.76463357,60,"Male","25 to 34 years","2 year college"
713,31.2251125,40.43401517,10,"Male","45 to 54 years","2 year college"
714,24.31712008,33.75845224,57,"Male","18 to 24 years","Some college"
715,23.23994687,46.97903787,51,"Male","35 to 44 years","High school"
716,31.47015192,31.93381758,65,"Female","35 to 44 years","Masters degree"
717,17.62856074,43.17696249,63,"Female","25 to 34 years","Some college"
718,33.38311706,40.17383195,34,"Male","25 to 34 years","Some college"
719,19.98512137,33.27546192,56,"Male","25 to 34 years","4 year college"
720,27.70556644,47.36001567,4,"Female","18 to 24 years","4 year college"
721,27.34899559,32.35322702,43,"Male","25 to 34 years","4 year college"
722,20.0837297,43.0063439,85,"Female","55 to 64 years","4 year college"
723,33.11042883,40.81712311,52,"Female","25 to 34 years","2 year college"
724,17.53869937,33.89371335,68,"Male","18 to 24 years","High school"
725,31.45994791,47.5747858,80,"Male","25 to 34 years","4 year college"
726,22.39888771,32.25145076,57,"Male","25 to 34 years","Some college"
727,23.86835894,42.72545462,46,"Male","25 to 34 years","Some college"
728,30.0214735,40.69760291,86,"Female","25 to 34 years","Masters degree"
729,17.63038263,33.35922401,40,"Female","18 to 24 years","Some college"
730,32.92661703,47.06323509,74,"Male","25 to 34 years","Masters degree"
731,19.10152925,32.57718036,66,"Female","35 to 44 years","Doctoral"
732,28.81924903,42.86926425,1,"Male","25 to 34 years","4 year college"
733,25.57685818,40.55913961,42,"Male","18 to 24 years","High school"
734,20.84753041,33.512147,55,"Male","25 to 34 years","4 year college"
735,32.17524915,47.28188711,79,"Male","25 to 34 years","Some college"
736,17.01410953,32.41447696,62,"Female","45 to 54 years","High school"
737,31.98198214,42.66677345,21,"Female","18 to 24 years","Some college"
738,21.31134654,41.02192678,49,"Female","45 to 54 years","4 year college"
739,25.23911497,33.43779647,75,"Male","35 to 44 years","4 year college"
740,29.14497,47.22710058,33,"Male","25 to 34 years","High school"
741,18.21428483,32.41413626,52,"Female","25 to 34 years","Some college"
742,33.55100965,42.18388011,30,"Female","18 to 24 years","Some college"
743,18.18746133,40.50919625,46,"Male","55 to 64 years","High school"
744,29.53333979,32.90299525,16,"Female","25 to 34 years","Masters degree"
745,24.7548504,46.94548741,40,"Male","25 to 34 years","Some college"
746,21.67337264,32.19093867,49,"Male","25 to 34 years","Some college"
747,31.4139776,42.28614339,43,"Male","25 to 34 years","4 year college"
748,16.85826569,41.33479877,30,"Male","35 to 44 years","Masters degree"
749,31.96797661,33.25293292,1,"Male","25 to 34 years","Some college"
750,19.89261849,47.43138035,60,"Female","55 to 64 years","High school"
751,25.68051354,32.73920127,44,"Male","25 to 34 years","4 year college"
752,27.66217738,42.276522,75,"Female","25 to 34 years","High school"
753,18.41479093,41.20679944,77,"Female","25 to 34 years","4 year college"
754,32.55365194,32.80382272,33,"Male","18 to 24 years","Some college"
755,17.32843563,47.05940892,65,"Male","35 to 44 years","4 year college"
756,30.33951142,32.54327044,50,"Male","35 to 44 years","Some college"
757,22.72630456,42.61890101,100,"Female","35 to 44 years","4 year college"
758,22.18516331,41.71667396,86," "," "," "
759,30.51131577,33.10730804,16,"Female","25 to 34 years","4 year college"
760,16.78943876,47.61809074,80,"Female","35 to 44 years","Masters degree"
761,32.26563809,33.06244534,72,"Female","45 to 54 years","Doctoral"
762,18.64695516,42.8837636,1,"Male","35 to 44 years","Some college"
763,26.32562015,42.60595831,1,"Male","18 to 24 years","4 year college"
764,26.0825773,33.79251043,60,"Female","35 to 44 years","4 year college"
765,18.71724219,48.22399786,75,"Female","35 to 44 years","Some college"
766,31.80492722,33.74247988,84,"Male","25 to 34 years","High school"
767,16.34623212,42.68671644,40,"Male","35 to 44 years","High school"
768,30.17751338,42.87013605,21,"Male","Age 65 or older","Masters degree"
769,21.81581899,33.3426969,37,"Female","25 to 34 years","2 year college"
770,23.48486688,48.05159162,75,"Male","18 to 24 years","4 year college"
771,29.60477335,33.50533679,86,"Female","18 to 24 years","Some college"
772,17.1459609,42.24701337,60,"Female","18 to 24 years","Some college"
773,32.50696679,42.53991532,50,"Male","35 to 44 years","4 year college"
774,18.17723247,33.32544334,1,"Male","25 to 34 years","4 year college"
775,27.9707541,47.60044458,50,"Male","45 to 54 years","Some college"
776,25.50804071,33.27880328,75,"Female","25 to 34 years","2 year college"
777,19.95958043,41.59824109,75,"Female","25 to 34 years","Doctoral"
778,32.16960755,42.42344307,40,"Male","45 to 54 years","Some college"
779,17.06893626,33.37633842,60,"Female","35 to 44 years","Some college"
780,31.78285084,48.02606449,29,"Female","25 to 34 years","Some college"
781,20.94257536,33.47550039,50,"Female","25 to 34 years","4 year college"
782,24.49883195,41.80508387,65,"Female","35 to 44 years","Masters degree"
783,28.77338818,42.595602,82,"Female","25 to 34 years","High school"
784,17.41605724,32.50823083,47,"Male","25 to 34 years","Some college"
785,32.48947612,47.31605451,75,"Male","25 to 34 years","4 year college"
786,17.46770306,33.16964116,72,"Female","25 to 34 years","2 year college"
787,28.7371382,41.28980194,40,"Male","25 to 34 years","2 year college"
788,24.47125138,42.62375576,60,"Male","18 to 24 years","High school"
789,21.27858063,32.82639831,89,"Female","25 to 34 years","4 year college"
790,31.40827648,46.82470115,17,"Male","25 to 34 years","High school"
791,16.59355202,33.04414127,75,"Male","25 to 34 years","Some college"
792,31.37169845,40.79119781,85,"Male","35 to 44 years","4 year college"
793,20.02442962,42.21023625,73,"Male","25 to 34 years","Some college"
794,25.70685664,32.22376611,20,"Female","45 to 54 years","4 year college"
795,27.80108138,47.05640317,62,"Female","25 to 34 years","Masters degree"
796,18.46646922,33.1003812,70,"Female","18 to 24 years","4 year college"
797,32.65117153,40.7952249,50,"Female","55 to 64 years","Some college"
798,17.24863014,42.33041207,37,"Male","25 to 34 years","Masters degree"
799,29.45335057,32.7524127,89,"Female","35 to 44 years","4 year college"
800,22.64557739,47.37743563,88," "," "," "
801,22.29477002,33.26691427,75,"Female","45 to 54 years","4 year college"
802,30.12529747,41.12919296,76,"Male","25 to 34 years","2 year college"
803,16.42342685,42.91186892,65,"Female","18 to 24 years","2 year college"
804,31.64321711,33.02387603,70,"Male","25 to 34 years","Some college"
805,18.36040046,47.95860593,84,"Male","45 to 54 years","2 year college"
806,26.66632367,33.60506774,48,"Male","45 to 54 years","Some college"
807,26.53682189,40.86634632,77,"Female","25 to 34 years","4 year college"
808,19.07181389,42.89603334,80,"Female","45 to 54 years","2 year college"
809,31.7342919,32.9104147,45,"Male","25 to 34 years","4 year college"
810,16.28151245,47.94468395,30,"Male","25 to 34 years","2 year college"
811,30.10196762,34.30222966,75,"Female","55 to 64 years","Masters degree"
812,21.46418556,41.34377756,80,"Female","45 to 54 years","4 year college"
813,23.19069137,43.0896967,30,"Male","35 to 44 years","4 year college"
814,29.24873962,32.71402204,75,"Female","25 to 34 years","Masters degree"
815,17.20549114,47.20245947,90,"Male","25 to 34 years","Masters degree"
816,31.93279523,34.66806681,95,"Female","25 to 34 years","4 year college"
817,18.08327905,40.73183755,85,"Male","25 to 34 years","4 year college"
818,27.6231883,43.25384881,60,"Female","55 to 64 years","Some college"
819,24.56572333,32.44334649,7,"Female","25 to 34 years","2 year college"
820,19.12500402,47.50117033,81,"Female","55 to 64 years","Some college"
821,30.89220728,33.96438587,36,"Female","35 to 44 years","4 year college"
822,16.14369833,40.77436928,67,"Male","25 to 34 years","High school"
823,30.68768017,43.71729865,80,"Female","25 to 34 years","4 year college"
824,20.71678968,33.30676718,47,"Male","18 to 24 years","4 year college"
825,23.71797938,47.85128019,56,"Male","25 to 34 years","High school"
826,28.1558442,34.97637577,64,"Female","45 to 54 years","Doctoral"
827,17.16232436,40.9492852,51,"Male","35 to 44 years","High school"
828,32.1194849,43.96091738,80,"Male","25 to 34 years","High school"
829,16.94210327,32.64093088,75,"Male","25 to 34 years","4 year college"
830,28.13339233,47.76065888,90,"Female","35 to 44 years","4 year college"
831,23.61051071,34.5873283,25,"Female","35 to 44 years","4 year college"
832,20.30681877,40.73167911,20,"Female","25 to 34 years","4 year college"
833,30.59111385,43.98694386,50,"Male","35 to 44 years","Masters degree"
834,15.71566056,32.27749257,61,"Female","35 to 44 years","4 year college"
835,30.67673011,47.46717086,89,"Female","25 to 34 years","2 year college"
836,18.74475422,34.42002803,59,"Female","25 to 34 years","4 year college"
837,25.16935401,41.23882735,62,"Male","35 to 44 years","4 year college"
838,26.70920333,44.56129084,55,"Female","25 to 34 years","Doctoral"
839,17.63419988,33.16022979,50,"Female","25 to 34 years","4 year college"
840,31.77196998,48.31366218,90,"Male","25 to 34 years","4 year college"
841,16.38114378,35.39620361,40,"Female","25 to 34 years","4 year college"
842,29.37377058,40.95049899,11,"Female","35 to 44 years","4 year college"
843,22.7722721,44.69034669,60,"Female","35 to 44 years","4 year college"
844,21.67406428,32.96794212,63,"Female","25 to 34 years","2 year college"
845,30.33713433,47.81047511,32,"Male","18 to 24 years","Some college"
846,16.58280155,35.02616257,70,"Male","25 to 34 years","Masters degree"
847,32.05272194,40.48011701,40,"Female","35 to 44 years","Some college"
848,18.95115474,44.50847607,68,"Female","25 to 34 years","4 year college"
849,26.10764785,32.67300352,52,"Male","25 to 34 years","High school"
850,25.97600909,47.90194221,30,"Female","55 to 64 years","High school"
851,18.47002558,35.26559781,1,"Male","18 to 24 years","2 year college"
852,31.67756644,40.48641426,64,"Female","Age 65 or older","2 year college"
853,16.20879505,44.70683619,35,"Female","18 to 24 years","Some college"
854,29.97773664,32.67351443,60,"Female","25 to 34 years","4 year college"
855,21.44796471,47.83140789,80,"Female","25 to 34 years","Some college"
856,22.43089114,35.89880894,36,"Male","35 to 44 years","Some college"
857,29.00351524,40.88508827,82,"Male","25 to 34 years","Some college"
858,16.41127446,45.34413289,50,"Male","35 to 44 years","4 year college"
859,31.83570916,33.3388957,36,"Female","18 to 24 years","Some college"
860,17.60956553,48.33118579,5,"Female","25 to 34 years","2 year college"
861,27.0597971,35.96672051,45,"Male","35 to 44 years","4 year college"
862,24.81402268,41.02766712,75,"Female","25 to 34 years","Masters degree"
863,19.29207859,45.5598675,24,"Female","25 to 34 years","Masters degree"
864,31.20370276,33.22852696,37,"Female","25 to 34 years","4 year college"
865,16.473403,47.88504892,2,"Male","25 to 34 years","4 year college"
866,31.15950622,35.9094773,11,"Female","45 to 54 years","Some college"
867,20.85138569,40.42273676,73,"Female","25 to 34 years","4 year college"
868,23.99743319,45.46140004,15,"Male","25 to 34 years","Some college"
869,28.2670959,33.03939576,53,"Female","Age 65 or older","4 year college"
870,17.09787451,48.24427051,40,"Male","25 to 34 years","2 year college"
871,32.08387802,36.17633376,71,"Male","25 to 34 years","4 year college"
872,17.74391812,40.64186548,94,"Female","55 to 64 years","2 year college"
873,28.85645891,45.8093541,57,"Male","25 to 34 years","4 year college"
874,24.27514114,32.96928428,50,"Male","25 to 34 years","4 year college"
875,20.75861471,47.56483131,70,"Female","45 to 54 years","Some college"
876,31.05597889,36.30790142,60,"Male","25 to 34 years","4 year college"
877,16.38788876,40.34330329,60,"Female","25 to 34 years","4 year college"
878,31.47192296,45.65232501,59,"Male","35 to 44 years","2 year college"
879,19.6126032,32.89883578,50,"Male","25 to 34 years","4 year college"
880,25.08318256,48.08426565,23,"Female","25 to 34 years","4 year college"
881,27.60230294,36.62403722,1,"Male","25 to 34 years","4 year college"
882,17.88533,40.11848533,52,"Female","25 to 34 years","Some college"
883,32.15696652,45.6817754,78,"Female","18 to 24 years","Some college"
884,16.74039362,32.87033697,44,"Male","25 to 34 years","4 year college"
885,29.28497751,48.03993849,11,"Female","18 to 24 years","4 year college"
886,22.78636147,36.44094552,4,"Male","18 to 24 years","Some college"
887,21.57492079,39.99416427,66,"Male","25 to 34 years","4 year college"
888,30.33324957,45.86517566,75,"Female","45 to 54 years","Some college"
889,16.40486399,33.13662476,79,"Female","25 to 34 years","Some college"
890,32.06792611,48.35454557,70,"Female","25 to 34 years","4 year college"
891,18.90304623,37.06176232,45," "," "," "
892,26.39599031,40.3724288,48,"Male","35 to 44 years","Some college"
893,26.5386913,46.36612882,30,"Male","25 to 34 years","2 year college"
894,18.87554793,33.22124578,13,"Male","25 to 34 years","Some college"
895,32.06978191,48.00297297,62,"Male","25 to 34 years","Some college"
896,16.59722081,36.73222114,72,"Male","55 to 64 years","2 year college"
897,30.57723935,40.13759066,50,"Female","25 to 34 years","4 year college"
898,22.1255677,46.64424186,92,"Female","45 to 54 years","Some college"
899,23.37283648,33.58155556,61,"Male","18 to 24 years","4 year college"
900,30.04808818,48.67930253,83," "," "," "
901,17.18364139,37.3666571,53,"Male","35 to 44 years","4 year college"
902,32.76313992,40.21926328,50,"Male","25 to 34 years","Some college"
903,19.19903121,46.37630431,62,"Female","25 to 34 years","Some college"
904,28.09410579,33.48438962,49,"Male","35 to 44 years","High school"
905,25.87244735,48.44735171,70,"Male","18 to 24 years","Some college"
906,20.21971218,37.51692207,85,"Male","35 to 44 years","4 year college"
907,31.9095709,40.02674128,48,"Male","25 to 34 years","4 year college"
908,17.34701202,46.32799197,81,"Female","25 to 34 years","Masters degree"
909,31.62332762,32.95813596,40,"Male","25 to 34 years","High school"
910,21.40019372,47.9877389,33,"Female","25 to 34 years","Some college"
911,24.6240791,37.23188723,39,"Female","25 to 34 years","Some college"
912,29.22497674,39.56412579,60,"Male","25 to 34 years","Masters degree"
913,17.72919139,46.70018394,60,"Male","25 to 34 years","Masters degree"
914,32.81742802,32.97565255,40,"Male","18 to 24 years","High school"
915,17.88150304,47.96513693,26,"Female","25 to 34 years","4 year college"
916,29.17314645,37.50932034,17,"Male","18 to 24 years","Some college"
917,24.86793253,39.59522499,52,"Male","18 to 24 years","Some college"
918,20.86472852,47.02498148,75,"Female","35 to 44 years","2 year college"
919,31.31764221,33.29864862,24,"Female","55 to 64 years","High school"
920,16.48840828,48.13787015,80,"Female","35 to 44 years","Masters degree"
921,31.67822188,37.7397743,70,"Male","25 to 34 years","Masters degree"
922,19.77842832,40.26450358,33,"Male","18 to 24 years","High school"
923,24.72917159,47.56939573,68,"Male","35 to 44 years","Doctoral"
924,27.16037868,33.73768869,96,"Female","25 to 34 years","Masters degree"
925,18.06799141,48.65604828,46,"Female","25 to 34 years","2 year college"
926,32.38562833,38.44103438,65,"Male","25 to 34 years","4 year college"
927,17.27902452,39.74356297,80,"Female","25 to 34 years","4 year college"
928,29.12775952,47.22504595,92,"Male","25 to 34 years","Doctoral"
929,22.87586479,33.47684853,7,"Male","35 to 44 years","4 year college"
930,21.87176253,48.52881681,75,"Male","25 to 34 years","4 year college"
931,30.57717306,38.49962241,52,"Male","55 to 64 years","Some college"
932,16.717402,40.17379948,57,"Male","18 to 24 years","High school"
933,32.17771377,48.03384158,61,"Male","35 to 44 years","Some college"
934,19.07301828,34.00253373,59,"Male","25 to 34 years","Some college"
935,26.08399757,48.42216958,29,"Female","18 to 24 years","Some college"
936,26.20889841,38.7005856,67,"Female","45 to 54 years","Masters degree"
937,18.44730322,39.79622687,50,"Male","25 to 34 years","Some college"
938,32.22227452,48.4013619,60,"Male","25 to 34 years","4 year college"
939,17.08919232,34.42756476,70,"Male","25 to 34 years","Some college"
940,30.75288688,49.15645331,75,"Male","25 to 34 years","Doctoral"
941,22.39985356,39.50691057,92,"Female","55 to 64 years","Doctoral"
942,22.96357069,40.27684412,10,"Male","35 to 44 years","Some college"
943,29.95818345,48.39703847,80,"Female","45 to 54 years","Some college"
944,17.23522464,34.18116986,34,"Male","25 to 34 years","4 year college"
945,32.6456771,48.8460364,75,"Female","55 to 64 years","4 year college"
946,18.42341904,39.33408102,71,"Male","25 to 34 years","4 year college"
947,28.31430031,40.3790613,53,"Male","55 to 64 years","Masters degree"
948,26.30099576,48.86881787,16,"Female","18 to 24 years","Some college"
949,20.54270607,34.56637136,57,"Female","35 to 44 years","2 year college"
950,32.04398984,48.79942369,80,"Male","25 to 34 years","Masters degree"
951,17.30686779,40.22589675,39,"Female","25 to 34 years","4 year college"
952,31.87340588,40.57552543,80,"Female","25 to 34 years","4 year college"
953,21.85916038,49.05959657,50,"Female","35 to 44 years","4 year college"
954,24.97190045,34.67440509,55,"Female","25 to 34 years","Some college"
955,29.74001265,49.01305572,88,"Female","25 to 34 years","4 year college"
956,18.23311908,39.7920963,52,"Female","18 to 24 years","Some college"
957,33.09524939,40.35437779,77,"Female","25 to 34 years","Some college"
958,18.18954993,49.25266189,88,"Female","25 to 34 years","Masters degree"
959,29.87011247,34.49227052,67,"Female","45 to 54 years","High school"
960,25.67408282,48.94156463,52,"Female","35 to 44 years","Masters degree"
961,21.46701764,40.72533619,30,"Female","35 to 44 years","Masters degree"
962,32.00339919,40.57704355,75,"Female","55 to 64 years","4 year college"
963,17.20983343,49.55218913,53,"Male","25 to 34 years","Some college"
964,32.31552424,35.47023816,65,"Male","25 to 34 years","Less than high school"
965,20.60342724,49.8399035,62,"Female","18 to 24 years","High school"
966,25.86098148,41.18382438,45,"Female","25 to 34 years","Doctoral"
967,28.49169625,40.62893919,59,"Male","35 to 44 years","4 year college"
968,19.20197547,49.56082154,58,"Female","18 to 24 years","2 year college"
969,33.29958512,35.32507974,75,"Male","25 to 34 years","Some college"
970,17.94887083,49.61126538,22,"Female","45 to 54 years","2 year college"
971,30.35905902,41.1610545,100,"Female","45 to 54 years","4 year college"
972,24.32597519,40.26724723,19,"Female","25 to 34 years","4 year college"
973,22.88827045,49.76030481,80,"Male","25 to 34 years","4 year college"
974,32.04797636,35.0049359,50,"Female","45 to 54 years","4 year college"
975,18.14070889,49.20381326,60,"Male","35 to 44 years","Some college"
976,33.59496834,40.96173521,38,"Male","25 to 34 years","4 year college"
977,20.0989399,40.42203273,91,"Female","18 to 24 years","High school"
978,27.44154833,50.07778996,85,"Male","25 to 34 years","4 year college"
979,28.44380434,34.91137956,39,"Male","18 to 24 years","2 year college"
980,19.78599298,48.80573747,49,"Male","25 to 34 years","4 year college"
981,33.0412552,40.99833231,50,"Male","25 to 34 years","4 year college"
982,18.21692381,40.18185528,56,"Male","25 to 34 years","4 year college"
983,31.82689056,50.05879682,80,"Male","35 to 44 years","High school"
984,23.01587126,34.68308904,55,"Female","25 to 34 years","4 year college"
985,23.9673602,48.64619026,64,"Female","25 to 34 years","4 year college"
986,30.846784,40.82694791,70,"Female","25 to 34 years","Some college"
987,18.42239118,39.84592458,66,"Male","35 to 44 years","Masters degree"
988,33.84313374,49.91086324,14,"Female","18 to 24 years","4 year college"
989,19.73770292,35.05551072,63,"Female","18 to 24 years","Some college"
990,28.51881607,48.69970446,84,"Female","35 to 44 years","Some college"
991,26.61814969,41.09505165,63,"Female","25 to 34 years","High school"
992,21.04237318,39.55521472,52,"Female","18 to 24 years","Some college"
993,32.6295399,49.57302758,83,"Female","25 to 34 years","4 year college"
994,17.8289143,34.89147914,50,"Male","18 to 24 years","4 year college"
995,32.35664366,48.70332092,28,"Male","25 to 34 years","Some college"
996,22.1472349,41.32705402,66,"Female","25 to 34 years","Some college"
997,25.14866215,39.44078799,60,"Female","25 to 34 years","Some college"
998,29.96589263,49.8735793,33,"Male","25 to 34 years","Masters degree"
999,18.67834608,35.30506927,48,"Female","25 to 34 years","High school"
1000,33.74603419,49.0108312,49,"Male","25 to 34 years","4 year college"
1001,19.1154217,41.8850893,35,"Female","35 to 44 years","4 year college"
1002,29.98814698,39.75203214,1,"Female","35 to 44 years","2 year college"
1003,25.8422611,50.04679836,70,"Female","25 to 34 years","4 year college"
1004,22.17883543,35.08009102,68,"Male","18 to 24 years","Some college"
1005,32.59113628,49.21831642,31,"Male","18 to 24 years","Some college"
1006,18.14223036,42.01637153,5,"Male","18 to 24 years","4 year college"
1007,32.87835911,39.63287251,75,"Male","35 to 44 years","Masters degree"
1008,21.24082082,50.42233365,50,"Male","18 to 24 years","2 year college"
1009,26.81439005,35.35100001,20,"Female","25 to 34 years","Some college"
1010,29.33303534,48.80493123,57,"Female","35 to 44 years","Doctoral"
1011,19.47787708,42.53648089,50,"Male","25 to 34 years","High school"
1012,33.88028891,39.91162239,42,"Male","35 to 44 years","Some college"
1013,18.54359694,50.83895246,76,"Male","45 to 54 years","4 year college"
1014,30.61063715,36.06265736,85,"Female","55 to 64 years","Some college"
1015,24.42274434,49.42826021,53,"Male","18 to 24 years","Some college"
1016,22.87202058,42.92595589,87,"Male","25 to 34 years","High school"
1017,31.76426988,40.05621897,75,"Female","18 to 24 years","2 year college"
1018,17.95460881,50.9968966,72,"Female","25 to 34 years","Masters degree"
1019,33.03710776,35.84733177,50,"Male","25 to 34 years","High school"
1020,20.05469084,49.09234305,18,"Male","Age 65 or older","Doctoral"
1021,27.24776512,42.81597496,80,"Female","25 to 34 years","Some college"
1022,28.18768429,39.20306658,28,"Female","18 to 24 years","Some college"
1023,20.13456131,50.72335983,81,"Female","25 to 34 years","4 year college"
1024,33.15915635,36.13613382,56,"Male","25 to 34 years","High school"
1025,18.00698088,49.24633836,81,"Male","25 to 34 years","Some college"
1026,31.32187152,43.15150749,81,"Male","25 to 34 years","4 year college"
1027,23.16092658,39.79438634,79,"Female","25 to 34 years","Masters degree"
1028,23.83755143,51.26212179,35,"Male","25 to 34 years","4 year college"
1029,31.02672834,36.16510481,6,"Male","25 to 34 years","High school"
1030,17.93593094,48.88921438,9,"Female","35 to 44 years","4 year college"
1031,33.36613383,43.06970379,63,"Female","35 to 44 years","2 year college"
1032,19.3078506,39.47020744,65,"Male","25 to 34 years","4 year college"
1033,28.48123023,51.46656196,38,"Male","25 to 34 years","4 year college"
1034,26.73012274,36.41144576,81,"Female","18 to 24 years","2 year college"
1035,20.76165923,49.27351908,59,"Female","18 to 24 years","Some college"
1036,33.02920116,43.53225123,41,"Male","25 to 34 years","Masters degree"
1037,17.72776676,39.69134431,71,"Female","25 to 34 years","Doctoral"
1038,32.21590564,51.47995722,77,"Male","25 to 34 years","4 year college"
1039,22.20723083,36.18738568,40,"Male","18 to 24 years","4 year college"
1040,25.09718377,48.91487263,73,"Male","Age 65 or older","4 year college"
1041,30.34906539,43.76284132,70,"Female","18 to 24 years","Some college"
1042,18.63225669,39.62544303,76,"Female","25 to 34 years","Some college"
1043,33.5490839,51.4948425,10,"Female","35 to 44 years","Masters degree"
1044,18.89564308,36.52376713,80,"Female","35 to 44 years","Some college"
1045,29.68725398,49.11325686,93,"Female","35 to 44 years","2 year college"
1046,25.71026435,43.99057368,66,"Male","35 to 44 years","2 year college"
1047,21.75228976,39.35966464,35,"Female","55 to 64 years","4 year college"
